timestamp,total_value
2025-12-18T15:09:17.021134+00:00,171137.65068282178
2025-12-18T15:09:47.710379+00:00,171137.65068282164
2025-12-18T15:09:47.710379+00:00,171137.65068282164
2025-12-18T15:10:11.278954+00:00,171414.2293202189
2025-12-18T15:10:11.278954+00:00,171414.2293202189
2025-12-18T15:10:41.156312+00:00,171414.22932021884
2025-12-18T15:10:41.156312+00:00,171414.22932021884
2025-12-18T15:13:16.814134+00:00,171007.98843389895
2025-12-18T15:13:16.814134+00:00,171007.98843389895
2025-12-18T15:13:54.922771+00:00,171007.988433899
2025-12-18T15:13:54.922771+00:00,171007.988433899
2025-12-18T15:14:48.225559+00:00,171007.89276882386
2025-12-18T15:14:48.225559+00:00,171007.89276882386
2025-12-18T15:16:12.202427+00:00,170614.62816779624
2025-12-18T15:16:12.202427+00:00,170614.62816779624
2025-12-18T15:16:39.288672+00:00,170614.62816779618
2025-12-18T15:16:39.288672+00:00,170614.62816779618
2025-12-18T15:40:13.281351+00:00,172325.9177243085
2025-12-18T15:40:13.281351+00:00,172325.9177243085
2025-12-18T15:49:59.421267+00:00,171371.2767785077
2025-12-18T15:49:59.421267+00:00,171371.2767785077
2025-12-18T15:51:44.816362+00:00,171884.58193711043
2025-12-18T15:51:44.816362+00:00,171884.58193711043
2025-12-18T15:52:16.106180+00:00,171884.58193711043
2025-12-18T15:52:16.106180+00:00,171884.58193711043
2025-12-18T15:55:39.993157+00:00,171832.79950442188
2025-12-18T15:55:39.993157+00:00,171832.79950442188
2025-12-18T15:58:42.059499+00:00,171707.37611876745
2025-12-18T15:58:42.059499+00:00,171707.37611876745
2025-12-18T15:59:16.907777+00:00,171585.43211978636
2025-12-18T15:59:16.907777+00:00,171585.43211978636
2025-12-18T19:16:14.507663+00:00,166390.17587800228
2025-12-18T19:16:14.507663+00:00,166390.17587800228
2025-12-18T19:27:27.206770+00:00,166287.12207661045
2025-12-18T19:27:27.206770+00:00,166287.12207661045
2025-12-18T21:22:04.944157+00:00,165656.91284539117
2025-12-18T21:22:04.944157+00:00,165656.91284539117
2025-12-18T21:31:06.454276+00:00,165671.41595411696
2025-12-18T21:31:06.454276+00:00,165671.41595411696
2025-12-18T22:15:31.640892+00:00,166261.14357013226
2025-12-18T22:15:31.640892+00:00,166261.14357013226
2025-12-18T22:19:53.917428+00:00,166038.28312434145
2025-12-18T22:19:53.917428+00:00,166038.28312434145
2025-12-18T22:51:58.498896+00:00,166221.52022942618
2025-12-18T22:51:58.498896+00:00,166221.52022942618
2025-12-18T23:00:24.946976+00:00,166387.82449750789
2025-12-18T23:00:24.946976+00:00,166387.82449750789
2025-12-19T11:02:05.051113+00:00,170926.72968716125
2025-12-19T11:02:05.051113+00:00,170926.72968716125
2025-12-19T11:46:55.232317+00:00,171063.15278156035
2025-12-19T11:46:55.232317+00:00,171063.15278156035
2025-12-19T11:49:58.953799+00:00,171089.63419845706
2025-12-19T11:49:58.953799+00:00,171089.63419845706
2025-12-19T16:12:31.597323+00:00,171362.06229702735
2025-12-19T16:12:31.597323+00:00,171362.06229702735
2025-12-19T16:13:45.851044+00:00,170064.5670971227
2025-12-19T16:13:45.851044+00:00,170064.5670971227
2025-12-19T16:14:03.835954+00:00,171497.2829885905
2025-12-19T16:14:03.835954+00:00,171497.2829885905
2025-12-19T16:37:00.968088+00:00,172050.5514971127
2025-12-19T16:37:00.968088+00:00,172050.5514971127
2025-12-19T16:38:19.396922+00:00,172146.3968337243
2025-12-19T16:38:19.396922+00:00,172146.3968337243
2025-12-19T16:54:26.075006+00:00,171294.10543016272
2025-12-19T16:54:26.075006+00:00,171294.10543016272
2025-12-19T17:14:36.731063+00:00,171425.2218685174
2025-12-19T17:14:36.731063+00:00,171425.2218685174
2025-12-19T19:43:18.584361+00:00,171126.08742201523
2025-12-19T19:43:18.584361+00:00,171126.08742201523
2025-12-19T19:58:41.281084+00:00,171156.53843006757
2025-12-19T19:58:41.281084+00:00,171156.53843006757
2025-12-19T20:26:18.623854+00:00,171339.18905185614
2025-12-19T20:26:18.623854+00:00,171339.18905185614
2025-12-20T03:08:26.620893+00:00,171278.94045828737
2025-12-20T03:08:26.620893+00:00,171278.94045828737
2025-12-20T03:35:22.481147+00:00,171453.20473066813
2025-12-20T03:35:22.481147+00:00,171453.20473066813
2025-12-20T03:39:44.218208+00:00,171478.18265053927
2025-12-20T03:39:44.218208+00:00,171478.18265053927
2025-12-20T03:59:13.447334+00:00,171354.14707203052
2025-12-20T03:59:13.447334+00:00,171354.14707203052
2025-12-20T05:06:11.768784+00:00,171387.63767839407
2025-12-20T05:06:11.768784+00:00,171387.63767839407
2025-12-20T05:29:50.584239+00:00,171535.25232570543
2025-12-20T05:29:50.584239+00:00,171535.25232570543
2025-12-20T05:32:33.539112+00:00,171517.25843586464
2025-12-20T05:32:33.539112+00:00,171517.25843586464
2025-12-20T13:54:43.576263+00:00,171396.287935316
2025-12-20T13:54:43.576263+00:00,171396.287935316
2025-12-20T19:27:53.586644+00:00,171481.72998645282
2025-12-20T19:27:53.586644+00:00,171481.72998645282
2025-12-20T19:43:47.891832+00:00,171471.07984142023
2025-12-20T19:43:47.891832+00:00,171471.07984142023
2025-12-20T19:52:15.683755+00:00,171454.4196216723
2025-12-20T19:52:15.683755+00:00,171454.4196216723
2025-12-22T11:23:39.566621+00:00,173023.67443103556
2025-12-22T11:23:39.566621+00:00,173023.67443103556
2025-12-22T12:15:51.296592+00:00,173511.57356992207
2025-12-22T12:15:51.296592+00:00,173511.57356992207
2025-12-22T16:32:24.237224+00:00,173835.6476187333
2025-12-22T16:32:24.237224+00:00,173835.6476187333
2025-12-22T16:54:37.691189+00:00,173098.08265458213
2025-12-22T16:54:37.691189+00:00,173098.08265458213
2025-12-22T17:00:33.512789+00:00,173016.49219643945
2025-12-22T17:00:33.512789+00:00,173016.49219643945
2025-12-22T17:01:05.587301+00:00,172844.00027086673
2025-12-22T17:01:05.587301+00:00,172844.00027086673
2025-12-22T17:07:32.505732+00:00,172665.53722386635
2025-12-22T17:07:32.505732+00:00,172665.53722386635
2025-12-22T17:29:34.299110+00:00,172526.62359071898
2025-12-22T17:29:34.299110+00:00,172526.62359071898
2025-12-22T19:15:07.253285+00:00,171523.839498858
2025-12-22T19:15:07.253285+00:00,171523.839498858
2025-12-22T20:28:34.916868+00:00,170060.19816276582
2025-12-22T20:28:34.916868+00:00,170060.19816276582
2025-12-22T20:28:43.902741+00:00,170060.19816276585
2025-12-22T20:28:43.902741+00:00,170060.19816276585
2025-12-22T20:33:35.357533+00:00,170087.4121336469
2025-12-22T20:33:35.357533+00:00,170087.4121336469
2025-12-22T20:33:55.366161+00:00,169022.36139145592
2025-12-22T20:33:55.366161+00:00,169022.36139145592
2025-12-22T20:36:08.821276+00:00,169208.2834122056
2025-12-22T20:36:08.821276+00:00,169208.2834122056
2025-12-22T21:22:48.337592+00:00,169593.75438831814
2025-12-22T21:22:48.337592+00:00,169593.75438831814
2025-12-22T21:30:08.850263+00:00,169705.17387923112
2025-12-22T21:30:08.850263+00:00,169705.17387923112
2025-12-22T21:32:48.477726+00:00,169721.76360035126
2025-12-22T21:32:48.477726+00:00,169721.76360035126
2025-12-22T21:35:12.318918+00:00,169769.03348808413
2025-12-22T21:35:12.318918+00:00,169769.03348808413
2025-12-22T21:38:47.549668+00:00,169796.935226049
2025-12-22T21:38:47.549668+00:00,169796.935226049
2025-12-22T21:51:01.364879+00:00,732.0339257299847
2025-12-22T21:51:01.364879+00:00,732.0339257299847
2025-12-22T21:51:31.428480+00:00,169255.25000746662
2025-12-22T21:51:31.428480+00:00,169255.25000746662
2025-12-22T21:57:01.771160+00:00,169021.56722113778
2025-12-22T21:57:01.771160+00:00,169021.56722113778
2025-12-22T22:07:03.640089+00:00,168969.23806759733
2025-12-22T22:07:03.640089+00:00,168969.23806759733
2025-12-22T22:07:29.357602+00:00,168969.23806759727
2025-12-22T22:07:29.357602+00:00,168969.23806759727
2025-12-22T22:09:50.239141+00:00,168978.32982366218
2025-12-22T22:09:50.239141+00:00,168978.32982366218
2025-12-22T22:10:37.659054+00:00,168961.201983821
2025-12-22T22:10:37.659054+00:00,168961.201983821
2025-12-22T22:17:14.321012+00:00,169016.45740130942
2025-12-22T22:17:14.321012+00:00,169016.45740130942
2025-12-23T11:03:33.898980+00:00,168121.21987435827
2025-12-23T11:03:33.898980+00:00,168121.21987435827
2025-12-23T11:27:19.408628+00:00,168396.1135436252
2025-12-23T11:27:19.408628+00:00,168396.1135436252
2025-12-23T18:48:28.593521+00:00,168643.08938547206
2025-12-23T18:48:28.593521+00:00,168643.08938547206
2025-12-23T19:45:22.623954+00:00,168260.8564860497
2025-12-23T19:45:22.623954+00:00,168260.8564860497
2025-12-23T20:10:54.499431+00:00,168035.68923758535
2025-12-23T20:10:54.499431+00:00,168035.68923758535
2025-12-23T20:20:49.642550+00:00,168266.5821464226
2025-12-23T20:20:49.642550+00:00,168266.5821464226
2025-12-24T12:13:41.066148+00:00,167164.5315816322
2025-12-24T12:13:41.066148+00:00,167164.5315816322
2025-12-24T13:30:53.606494+00:00,167247.61415402617
2025-12-24T13:30:53.606494+00:00,167247.61415402617
2025-12-26T21:48:13.110467+00:00,167767.98964262023
2025-12-26T21:48:13.110467+00:00,167767.98964262023
2025-12-27T14:56:41.250048+00:00,168083.30005138007
2025-12-27T14:56:41.250048+00:00,168083.30005138007
2025-12-27T14:56:54.037107+00:00,168082.72610296062
2025-12-27T14:56:54.037107+00:00,168082.72610296062
2025-12-27T20:53:16.140065+00:00,168241.20150732968
2025-12-27T20:53:16.140065+00:00,168241.20150732968
2025-12-27T21:36:32.111007+00:00,168477.88995993443
2025-12-27T21:36:32.111007+00:00,168477.88995993443
2025-12-27T22:03:55.874833+00:00,168565.62792167676
2025-12-27T22:03:55.874833+00:00,168565.62792167676
2025-12-29T11:11:34.899533+00:00,168600.91205419897
2025-12-29T11:11:34.899533+00:00,168600.91205419897
2025-12-29T20:14:54.338388+00:00,167670.70699151265
2025-12-29T20:14:54.338388+00:00,167670.70699151265
2025-12-29T20:54:37.439788+00:00,168308.9310748177
2025-12-29T20:54:37.439788+00:00,168308.9310748177
2025-12-29T21:11:38.218766+00:00,168664.8073555971
2025-12-29T21:11:38.218766+00:00,168664.8073555971
2025-12-29T21:12:49.961693+00:00,168651.3228621789
2025-12-29T21:12:49.961693+00:00,168651.3228621789
2025-12-30T01:37:29.713753+00:00,168504.64371209688
2025-12-30T01:37:29.713753+00:00,168504.64371209688
2025-12-30T02:17:35.673509+00:00,168532.319130439
2025-12-30T02:17:35.673509+00:00,168532.319130439
2025-12-30T11:42:36.893705+00:00,169766.90850008506
2025-12-30T11:42:36.893705+00:00,169766.90850008506
2025-12-30T11:48:51.816445+00:00,169713.10611782398
2025-12-30T11:48:51.816445+00:00,169713.10611782398
2025-12-30T12:06:33.348079+00:00,169771.07488181873
2025-12-30T12:06:33.348079+00:00,169771.07488181873
2025-12-30T14:53:31.113481+00:00,170256.79932581805
2025-12-30T14:53:31.113481+00:00,170256.79932581805
2025-12-31T01:23:35.602983+00:00,170339.8579945355
2025-12-31T01:23:35.602983+00:00,170339.8579945355
2025-12-31T02:31:53.997782+00:00,170441.51892962895
2025-12-31T02:31:53.997782+00:00,170441.51892962895
2025-12-31T02:36:07.428791+00:00,170517.31459593985
2025-12-31T02:36:07.428791+00:00,170517.31459593985
2025-12-31T02:48:53.644112+00:00,170359.61841774
2025-12-31T02:48:53.644112+00:00,170359.61841774
2025-12-31T02:50:43.785142+00:00,170419.17905771412
2025-12-31T02:50:43.785142+00:00,170419.17905771412
2025-12-31T16:14:04.702522+00:00,169442.6109504052
2025-12-31T16:14:04.702522+00:00,169442.6109504052
2025-12-31T16:27:52.827490+00:00,169294.1004836796
2025-12-31T16:27:52.827490+00:00,169294.1004836796
2026-01-01T19:43:02.350115+00:00,170529.42597447257
2026-01-01T19:43:02.350115+00:00,170529.42597447257
2026-01-01T19:46:28.287252+00:00,170602.24498668613
2026-01-01T19:46:28.287252+00:00,170602.24498668613
2026-01-01T20:03:57.132929+00:00,170740.54978800248
2026-01-01T20:03:57.132929+00:00,170740.54978800248
2026-01-02T00:21:06.666168+00:00,171247.41905787413
2026-01-02T00:21:06.666168+00:00,171247.41905787413
2026-01-02T21:43:30.815877+00:00,174516.42803426497
2026-01-02T21:43:30.815877+00:00,174516.42803426497
2026-01-02T21:46:22.994254+00:00,174524.82142601215
2026-01-02T21:46:22.994254+00:00,174524.82142601215
2026-01-02T21:57:06.678976+00:00,174831.23112489254
2026-01-02T21:57:06.678976+00:00,174831.23112489254
2026-01-02T22:06:06.416577+00:00,174867.08691576312
2026-01-02T22:06:06.416577+00:00,174867.08691576312
2026-01-02T22:06:45.938548+00:00,174852.8727817813
2026-01-02T22:06:45.938548+00:00,174852.8727817813
2026-01-02T22:12:07.565714+00:00,175040.01192203426
2026-01-02T22:12:07.565714+00:00,175040.01192203426
2026-01-02T22:21:09.748029+00:00,174949.5735220084
2026-01-02T22:21:09.748029+00:00,174949.5735220084
2026-01-02T22:22:23.454570+00:00,174986.10653546223
2026-01-02T22:22:23.454570+00:00,174986.10653546223
2026-01-02T22:22:43.385792+00:00,174986.10653546226
2026-01-02T22:22:43.385792+00:00,174986.10653546226
2026-01-02T22:23:02.378591+00:00,175077.33460956023
2026-01-02T22:23:02.378591+00:00,175077.33460956023
2026-01-02T22:26:44.662529+00:00,174964.0818621165
2026-01-02T22:26:44.662529+00:00,174964.0818621165
2026-01-02T22:30:47.547282+00:00,174953.17495910358
2026-01-02T22:30:47.547282+00:00,174953.17495910358
2026-01-03T21:16:06.586410+00:00,175101.516603392
2026-01-03T21:16:06.586410+00:00,175101.516603392
2026-01-03T21:23:25.548356+00:00,175240.62013317045
2026-01-03T21:23:25.548356+00:00,175240.62013317045
2026-01-03T21:43:01.172328+00:00,175531.54032884166
2026-01-03T21:43:01.172328+00:00,175531.54032884166
2026-01-03T21:45:52.817518+00:00,175453.80966377823
2026-01-03T21:45:52.817518+00:00,175453.80966377823
2026-01-03T22:10:57.726884+00:00,175220.33323534796
2026-01-03T22:10:57.726884+00:00,175220.33323534796
2026-01-03T22:14:14.943503+00:00,175247.14842247256
2026-01-03T22:14:14.943503+00:00,175247.14842247256
2026-01-03T22:33:42.569836+00:00,175384.59764184718
2026-01-03T22:33:42.569836+00:00,175384.59764184718
2026-01-03T22:36:56.568116+00:00,175429.81702215114
2026-01-03T22:36:56.568116+00:00,175429.81702215114
2026-01-03T22:40:46.102358+00:00,175559.6616918705
2026-01-03T22:40:46.102358+00:00,175559.6616918705
2026-01-03T22:45:38.682734+00:00,175490.27484680794
2026-01-03T22:45:38.682734+00:00,175490.27484680794
2026-01-05T02:00:10.750966+00:00,179761.84721479003
2026-01-05T02:00:10.750966+00:00,179761.84721479003
2026-01-05T02:08:43.630505+00:00,179821.4107430246
2026-01-05T02:08:43.630505+00:00,179821.4107430246
2026-01-05T02:08:57.233148+00:00,179821.4107430246
2026-01-05T02:08:57.233148+00:00,179821.4107430246
2026-01-05T02:13:12.984844+00:00,179428.9548793017
2026-01-05T02:13:12.984844+00:00,179428.9548793017
2026-01-05T02:14:07.045103+00:00,179472.44849387248
2026-01-05T02:14:07.045103+00:00,179472.44849387248
2026-01-05T02:26:03.596342+00:00,179337.12330537094
2026-01-05T02:26:03.596342+00:00,179337.12330537094
2026-01-05T02:29:51.606476+00:00,179252.27174636102
2026-01-05T02:29:51.606476+00:00,179252.27174636102
2026-01-05T02:39:30.286772+00:00,179463.45000934496
2026-01-05T02:39:30.286772+00:00,179463.45000934496
2026-01-05T11:38:44.574905+00:00,179003.38320910538
2026-01-05T11:38:44.574905+00:00,179003.38320910538
